class;term;comment
material entity;seedling coleoptile;A coleoptile (PO:0020033) that is part of a seedling (PO:0008037).
material entity;plant embryo coleoptile;A coleoptile (PO:0020033) that is part of a plant embryo (PO:0009009).
material entity;rhizome scale leaf;A scale leaf that grows from a rhizome.
material entity;pollen sac;A microsporangium that is part of a sporophyll and where the pollen grains develop and are located after they develop.
material entity;megagametophyte;A whole plant in the gametophyte development stage (PO:0028003) that produces only plant egg cells (PO:0020094).
material entity;stolon;A branch (PO:0025073) that is prostrate or trailing, and produces adventitious nodal roots (PO:0003005) and sometimes erect shoots.
material entity;lateral root cap of lateral root;A lateral root cap that is part of a root cap of lateral root.
material entity;fruit locule;A locule (PO:0025263) that is a cavity in a fruit (PO:0009001) and develops from a plant ovary locule (PO:0025266).
material entity;central root cap of primary root;A central root cap that is part of a root cap of primary root.
material entity;lateral root cap of primary root;A lateral root cap (PO:0020131) that is part of a root cap (PO:0020123) of a primary root (PO:0020127).
material entity;plant ovary replum;A portion of ovary placenta tissue (PO:0020001) which divides a plant ovary (PO:0009072) into two or more chambers, and develops from contact of the placental tissue from opposite sides of the plant ovary early in gynoecium development (GO:0048467).
material entity;root nodule;A cardinal organ part (PO:0025001) that is an outgrowth of a root (PO:0009005) and is inhabited by nitrogen-fixing bacteria.
material entity;branch procambium;A portion of shoot axis procambium gives rise to the primary vascular tissue of a branch.
material entity;stem procambium;A portion of shoot axis procambium gives rise to the primary vascular tissue of a stem.
material entity;shoot procambium;A portion of procambium (PO:0025275) tissue that is part of a shoot system (PO:0009006).
material entity;procambium;A portion of meristem tissue (PO:0009013) that undergoes differentiation to form the primary vascular tissue (PO:0025408).
process;IE.02 1/2 of inflorescence emerged from flag leaf sheath stage;The stage at which 1/2 of inflorescence has emerged from flag leaf sheath.
process;whole plant fruit formation stage 10 to 30%;A whole plant fruit formation stage (PO:0007042) that spans the interval when the average size of fruits (PO:0009001) on a whole plant (PO:0000003) has reached 10% to 30% of final size.
process;IL.00 inflorescence just visible stage;An inflorescence detectable phase during which an inflorescence is just visible, but has not yet reach one quarter of its full length.
process;whole plant fruit formation stage 50 to 70%;A whole plant fruit formation stage (PO:0007042) that spans the interval when the average size of fruits (PO:0009001) on a whole plant (PO:0000003) has reached 50% to 70% of its final size.
process;IL.02 1/2 inflorescence length reached stage;An inflorescence detectable phase during which an inflorescence has reached at least one half of its full length, but has not yet reached its full length.
process;IE.03 3/4 of inflorescence emerged from flag leaf sheath stage;The stage at which 3/4 of inflorescence has emerged from flag leaf sheath.
process;IL.03 full inflorescence length reached stage;An inflorescence detectable phase during which an inflorescence has reached at its full length.
process;early whole plant fruit ripening stage;The early stage in fruit ripening.
process;BO.05 flag leaf sheath opened stage;The first awns are visible and the flag leaf sheath has opened.
process;sporophyte senescent stage;A sporophyte development stage (PO:0028002) during which a sporophyte participates in multicellular organism senescence.
process;BO.01 early boot stage;The flag leaf sheath has started to extend.
process;radicle emergence stage;A root development stage (PO:0007520) during which a radicle (PO:0020031) emerges from the seed coat (PO:0009088).
process;whole plant flowering stage;A sporophyte reproductive stage (PO:0007130) during which a flower (PO:0009046) on a whole plant (PO:0000003) is open.
process;BO.03 late boot stage;The flag leaf sheath swollen.
process;booting stage;An inflorescence detectable phase characterized by a swelling of the flag leaf sheath, caused by an increase in the size of the inflorescence as it grows up the leaf sheath.
process;whole plant fruit ripening stage;A whole plant fruit development stage (PO:0025500) that begins when the first fruit (PO:0009001) on a whole plant (PO:0000003) begins the process of ripening (GO:0009835) in a way which, in case there are other fruits, the majority of the other fruits start to ripen continuously therewith, and ends with earliest of the following: (1) the whole plant begins a sporophyte senescent stage (PO:0007017), (2) the whole plant begins a sporophyte dormant stage (PO:0007132), or (3) all fruits on the whole plant are finished ripening.
process;BO.04 flag leaf sheath opening stage;The flag leaf sheath starts opening.
process;whole plant fruit formation stage 30 to 50%;A whole plant fruit formation stage (PO:0007042) that spans the interval when the average size of fruits (PO:0009001) on a whole plant (PO:0000003) has reached 30% to 50% of its final size.
process;FL.00 first flower(s) open stage;The stage at which the first flower(s) open.
process;whole plant fruit formation stage 70% to final size;A whole plant fruit formation stage (PO:0007042) that spans the interval when the average size of fruits (PO:0009001) on a whole plant (PO:0000003) has reached 70% of its final size to its final size.
process;FL.04 end of flowering stage;The stage at which flowering is complete.
process;IE.00 inflorescence tip just visible above flag leaf sheath stage;The stage at which the inflorescence tip is just visible above flag leaf sheath.
process;seed imbibition stage;A seed germination stage (PO:0007057) during which there is absorption of water by the seed (PO:0009010).
process;IE.04 inflorescence fully emerged from flag leaf sheath stage;The stage at which the inflorescence has fully emerged from the flag leaf sheath.
material entity;pith;A maximal portion of parenchyma (PO:0005421) in the center of a shoot axis (PO:0025029) or root (PO:0009005).
material entity;micropylar endosperm;A portion of plant tissue (PO:0009007) that is the region of the endosperm closest to the micropyle of the seed.
process;whole plant fruit development stage;A sporophyte reproductive stage that begins when a fruit (PO:0009001) on a whole plant (PO:0000003) that is not currently participating in a whole plant fruit development stage begins a fruit initiation stage (PO:0025503), and ends with the earliest of the following: (1) the whole plant begins a sporophyte senescent stage (PO:0007017), (2) the whole plant begins a sporophyte dormant stage (PO:0007132), or (3) all fruits on the whole plant are finished ripening.
process;fruit ripening stage;A fruit development stage (PO:0001002) during which a single fruit (PO:0009001) participates in the process of fruit ripening (GO:0009835).
process;fruit formation stage;A fruit development stage (PO:0001002) that begins with the formation of a plant zygote (PO:0000423) that is contained in the fruit (PO:0009001) being studied and ends when that fruit's fruit ripening stage (PO:0025502) begins.
process;fruit size up to 10% stage;A fruit formation stage (PO:0025501) that begins when the plant cells (PO:0009002) in a fruit (PO:0009001) begin to divide or expand, and ends when the fruit has reached 10% of its final size.
